uID,Context
SWBD-127,"B: And I've worked in the hospital for fifteen years and I've taken care of a few AIDS patients. A: Uh-huh. B: Uh, when they asked us did we want to, uh, keep it the same or, uh, spend more, spend less, uh, I think right now what they're spending is adequate. Uh, for my personal opinion. Uh, because I think it's something that's going to take them a while to come up with a, uh, vaccine for. A: Yeah.  Uh-huh.  Uh-huh. B:"
SWBD-128,"A: I'll let you go first. B: Oh, well, what's there to say? Doesn't seem like it's being carried out very well in my opinion."
SWBD-129,"A: See those type of people that have the most opinions, ones that don't know anything. B: Yeah. A: Well, uh, I've had teenagers and I now have grandchildren that are teenagers,"
SWBD-13,"A: Yeah, they did. They put a lot of pressure on him from the outside and from the inside. Uh, it's funny watching them play, he's probably like a lot of quarterbacks, uh, when the pressure is really on when it's down to the last few minutes of the game for the season is when the guys seem to really do their best. B: Uh-huh. A: And I haven't quite figured that out,"
SWBD-130,"A: Um, yeah, that's for sure. That's for sure, do you have any feelings as to the trends that you see? B: Well, it lo-, o-, the one trend I would say is that with so many more women choosing professional careers, there are fewer of them home in the afternoons, A: Uh-huh. B:"
SWBD-131,"A: Okay, looks like we're ready to go. Capital punishment, uh, the problem I have with capital punishment is that, uh, uh, it's supposed to be a deterrent to crime,"
SWBD-132,"A: Well, do you think it's, should be illegal for an employer to do this or, B: Uh, I really think it should be, except as I've mentioned twice now, in the specified industries or jobs, because there are certain things where it's just vital that a person is clear minded at all times. A: Yeah. B:"
SWBD-133,"A: Uh, well then you must know a lot more about this than I do. B: Uh, I think, uh, the system right now, you know, you know, is fine. I think it should be by a jury. I don't think the judge should have, I mean he's just there kind of like the referee. A: Uh-huh, Uh-huh. B:"
SWBD-134,"B: Uh-huh. It, I mean, I don't know, I don't think George Bush will make the American people happy with ninety-seven cents a week. A: No, no, not at all. B:"
SWBD-135,"B: How about Ghost? A: we saw, an, we liked it"
SWBD-136,"B: Schwartzkopf knew what had to be done and it's too bad that he just didn't have the ability just to do it, you know, uh, the go ahead to do it. A: Yeah. B: Because he had the fu-, he knew what was going to happen, more than any of us."
SWBD-137,"B: Oh, she was just funny. A: Really? B: She was really funny. And her character was good."
SWBD-138,"B: but I found that, uh, it was made of some material which actually ended up rusting uh, after, A: Oh. B: even, despite, you know, diligent washing, it got rusty after about, uh, three weeks of use."
SWBD-139,"A: Yes. And, oh, yeah, it's very expensive. B: Oh. A: And, uh, B:"
SWBD-14,"B: Then I have another daughter in, uh, Bountiful, Utah and she has to work full-time and it's just tearing her apart. She has a private baby-sitter. A: Yeah. B: And, uh, the baby just screams. I mean, the baby is like seventeen months and she just screams. A: Uh-huh. B:"
SWBD-140,"A: and if they weren't spending all the money on drug testing, people could have got a raise. So, see, you know, there's different, I think that's more of a personal view of mine other than a yes, sir, we should have drug testing because there's really a problem B: Uh-huh. A: and I know that. But then, I have other views to it. B:"
SWBD-141,"A: and that rolling kind of, uh, B: Terrain. A: Yeah. is fairly famili-,. The thing that I thought was interesting was that the critics, apparently it's going to win everything. B: Really? A:"
SWBD-142,"B: I did, too. A: I mean, it was just more for my money. B: Yeah."
SWBD-143,"B: That's true. A: So. B: Uh, the other argument is that the death penalty is a deterrent and I really don't, uh, agree with that. I don't think anyone who would commit uh, a crime that would get them the death penalty would stop at the moment and say, well, I was about to kill and dismember this person but, oh, if they catch me they're going to kill me so I better not do it."
SWBD-144,"B: Uh-huh, uh-huh. How's that? I haven't seen that. A: I like it a lot. It's real different."
SWBD-145,"A: I don't think it's done. I don't think we run it as a deterrent. I mean people say that, but, I mean, if it was really a deterrent, I mean I think like horse thieves in the old west, you know, they saw other horse thieves hanging by the necks every once in a while. B: Uh-huh. A: And if it was really seriously going to be a deterrent, I would think that it would be public."
SWBD-146,"B: but, you know, for other kind of cans, it'd probably only take aluminum cans like that, don't they. A: Yeah, I don't, yeah,"
SWBD-147,"B: Uh, if they've got these bins for all the other little items, I'm sure if people will have batteries, uh, you know, quite often to toss out. A: Right, that's true. "
SWBD-148,"B: That throws the budget out of whack real fast. A: Well, we actually planned for about one year. B: Oh, good. A:"
SWBD-149,"B: yeah, obviously we don't have any and I think that's part of the role reversal, is it's okay to get married and not have kids. A: Oh yeah. B: And I think society for such a long time said, well, you know, you're married, now you need to have your family"
SWBD-15,"A: it's nice when it makes, a lot because you can feed your own family. And then, B: Yeah, because when I make this chicken casserole it makes a real big casserole and then another one that I freeze. A: Uh-huh. B:"
SWBD-150,"B: That's true. A: So. B: Uh, the other argument is that the death penalty is a deterrent and I really don't, uh, agree with that. I don't think anyone who would commit uh, a crime that would get them the death penalty would stop at the moment and say, well, I was about to kill and dismember this person but, oh, if they catch me they're going to kill me so I better not do it. I just, don't think uh, that it works that way. A: Yeah. "
SWBD-151,"A: Well, uh, and that's an idea that's been kicked around for a long time."
SWBD-152,"A: No, I don't either. B: Uh, I mean it's, you know it, A:"
SWBD-153,"B: But, uh, if the wind comes basically from the south it can be really bad. A: Uh-huh. B: Uh, the State of Wisconsin, as a matter of fact, uh, started some litigation against Illinois because of the air pollution we were getting. A: Uh-huh. B:"
SWBD-154,"A: I suppose so. Let me push the button. B: All right. A: Okay, uh, I guess I'm supposed to be all for switching to the metric system, but, uh, I sense that it's not going to happen anytime soon. B: Yeah,"
SWBD-155,"A: for the moment, and that's what really is getting me about what George Bush's stand on the budget is right now is that he is saying, I am going to give you this ludicrous little tax cut so that you'll be happy come November, and you'll elect me again B: Uh-huh.  Uh-huh. A: and then I'm going to go on and just forget everything that I said B: Uh-huh. A:"
SWBD-156,"B: Yeah. Well, that's the guy that counts. A: Yes. But, maybe we'll get your guy. B:"
SWBD-157,"A: Uh, such like, maybe in murder they get to choose whether it's, uh, premeditated or one or two of the lesser degrees. The other thing that juries are restricted on and at least to me this has been one of the frustrating things even in my own experiences, that you usually don't get to hear all the information. B: Yeah. A: It's what information is presented"
SWBD-158,"B: Well, that's true. A: I think that's really the only thing. I guess where I would like to see the system change is, uh, uh, there ought to be a"
SWBD-159,"A: Yeah, but that, doesn't mean, B: But that doesn't eliminate it, does it? A:"
SWBD-16,"B: anybody tries to hurt them I won't even blink, A: I know,  No. I understand that."
SWBD-160,"A: Oh, I can't either, not a one. B: And I know at least in the medical field, it seems like they've come out with a lot further advances as far as female medications and things since women have gotten into the doctor field. A: Uh-huh. B:"
SWBD-161,"B: Yeah. How about Mister Rogers, is he still around? A: Yes. Yeah. They still show Mister Rogers."
SWBD-162,"A: What do you think about Robin Hood? B: Well, I work for school district and, uh, it has hurt us a lot. Uh, there has to be some way, I think, to equalize education opportunities. But, uh, you know, I think, especially big government, tends to think that the solution to everything is to throw money at it. And I don't, you know, that's just not true."
SWBD-163,"B: like the customer is always right and you know, no matter how crabby you might be over the phone, they are very understanding and, uh, they ma- make sure things are set properly if you're any way dissatisfied with their merchandise. A: That's really good. It use to be like that. B: Uh-huh. A: But, "
SWBD-164,"B: That sounds really good. I read a thing, I don't even remember if it was in the Dallasite or the Insite one, about uh, companies allowing you, and they said that TI was looking into it, to purchase extra vacation days. Which I thought sounded like a good idea. You know, if you've been there, you know, under five years you get two weeks of vacation but that's really not enough and you want an extra week, then you can purchase an extra week of vacation by saying, okay, I'm going to want an extra five days this year and they'll take a set amount out of each paycheck, you know, and they're deducting it all along, so you can have an extra five days off and be paid for them at the time, you know, you're really not being paid for them, the money is actually coming out of your own pocket, but it's coming out a little bit at a time instead of all at once, you know. So, that is kind of an idea that a lot of people sounded like that they were really interested in and TI said that they were looking into something like that so, A: Well, I could certainly, personally stand seeing them go to a standardized compensatory time for overtime. B: Uh-huh.  Uh-huh. A:"
SWBD-165,"B: and I'm just here for the rest of the stay. And so you know, I guess most of the time when I think about somebody going into a nursing home, it's more a case of where they are not able to look after their day-to-day needs. Yeah A: Uh-huh. B: they can look after a lot of things but there's some of the day-to-day needs that they just are not able to deal with physically anymore. Uh, I know none of my grandparents were in a nursing home. They generally were able to have someone care for them at home and they died. But they were all, goodness, younger than your grandparents. Like they were in their eighties. That type of thing. Uh, but I did, uh, you know, I guess, uh, when I think nursing home I do think of people that are not able to take care of themselves physically. Uh, A:"
SWBD-166,"B: Yeah, and the ground will filter some of it but not all of it. A: No, not when you figure,"
SWBD-167,"A: Uh, at, uh, it's TCJC. Tarrant County Junior College. B: Oh. A: Yeah. B: Okay. A: And it's really enjoyable. I like it. And then they also, you know, do you think we could make laws to eliminate all corruption,"
SWBD-168,"A: Yeah, that's crazy. B: and then you come here in the Dallas area, um,"
SWBD-169,"A: But, I mean, uh, is that a reflection then of what is really happening in the real world? If they keep giving everybody hundred year sentences,"
SWBD-170,"B: but if they get the little tiny kids saving it now, in five years, when they get bigger, it'll work a little bit more, too. A: Yeah.  True. B: Because it's, we've all got to do it right now. I just, I really amazed to find out that, eighty per cent are filled now, in garbage fills. In five years we're supposed to be at max. A: Uh-huh. B:"
SWBD-171,"A: Yeah. Koontz. Uh, his last name ends in a Z, I know that. B: Yeah, oh, I think I know who you're talking about. Uh, I've seen,"
SWBD-172,"A: Is, uh, kind of fun. It's best done when you have leisure time and I had more of that in my childhood days than I have now. And I grew up in an area that, uh, was just a few feet from a rather large lake, and a few more miles from that was a even larger lake and we had a variety of boats at our disposal. Uh, I worked for a camp for a number of years. My father was on staff there, and we had every kind of things from canoes to paddle boats, sailboats, speedboats, you name it, they had it and we did a lot of, water sports. But I think, uh, the thing I liked the best was, uh, we spent about a summer couple of guys, uh, restored an old wooden boat that was built back in the mid-thirties and got a new canvas sail for it and had a real big old four- foot center board that went down in the middle to keep you upright when the waves, or the wind came from the side and we got that thing in the water and had a real good time with it. If you ever got it dumped over, though, it was a mess to get back up. It wasn't like the newer ones that have nice chambers that keep it afloat or keep it, uh, upright again. This one you had to work with. You get out of the water again and get it upright. And, uh, sailing was kind of nice to learn the maneuvers you had to make to work your way down a lake or work back up against the wind, as it were, tacking back and forth and, uh, more than once we'd get out there on a really stormy day and, uh, the storm or the wind was due to the front blowing and as soon as the front came over, it was calm. So you're out in the middle of nowhere with a paddle and you paddle your way back in and hope it doesn't start raining on you right away. And that didn't always work. We oftentimes got wet,. But, uh, it's a nice hobby to have."
SWBD-173,"B: I think I've been trout fishing once. I've never fly fished. Have you fly fished? A: Uh, no I haven't."
SWBD-174,"B: If you compare like the people that could have sent their kids to private schools and you know, the people that, uh, did send their kids to private schools. A: Yes. B: I think they compare you know, fairly well. A: Yeah. Yeah."
SWBD-175,"A: And, uh, I got to stay home with my kids, which I really wanted to do, but now I could not go back and do it. B: Yeah. A: I really couldn't,"
SWBD-176,"A: Yeah. Well, Do you have anything else to say? B: Well,  No, not too much more about credit cards. A: Okay."
SWBD-177,"B: Well that's true. You're right, you know, by the time you've finally got down to it, I was hoping I could remember where all those other things went. A: Well that's kind of the way I was, I tried to remember as I took stuff off where it went,"
SWBD-178,"A:  nanny, sort of? Uh-huh. Uh-huh. B: and you know, I could envision a society where that would happen and make an interesting, uh, uh, story or whatever. A: Yeah. B:"
SWBD-179,"A: They might, they're actually very friendly dogs. B: Are they really?"
SWBD-18,"B: Yeah, hormones, but yeah, uh, steroids. But, I stay from that crap. A: Yeah, it's too dangerous. B:"
SWBD-180,"B: That was kind of a funny movie with, uh, Richard Dreyfuss and Bill Murray. A: Uh-huh. B: That was fun. A: Golly,"
SWBD-181,"A: when I started thinking about this, those are some of my favorite shows, McGyver, because it's only one person there, uh, you know, instead of a cast of people, B: Uh-huh. A: but he's always going out and inventing new things out of scrap, and grabbing what he can and, you know, pieces of baling wire and a few tires and all of a sudden he's got a hang glider and, B:"
SWBD-182,"B: uh, those Cowboys have increased their prices again this year. A: Oh yeah. B: But I didn't know,"
SWBD-183,"B: Yeah. How about you? A: Oh, uh, I'm very varied as well."
SWBD-184,"A: Um, I don't, I am only twenty-eight and I haven't had much experience with nursing homes. I have never visited any of them"
SWBD-185,"A: so it's nice to get away. It's just amazing, how much you miss. B: Yeah, it,  Yeah, it, yeah, it really is."
SWBD-186,"B: You never see them on nationally basketball. A: You know, that's true."
SWBD-187,"A: That's not too bad. Golly the Golden Retrievers are good dogs too, they're kind of like, get that permanent smile to them, B: Yeah, right. A: they're always happy."
SWBD-188,"B: Yeah. It's, uh, I have modem night computer so I can log into the, uh, network at Georgia Tech and access my account through there, which can be useful. But, uh, yeah that and word processing is while I tend to, I mean, obviously, I do almost all of my report writing on my computer, uh, whether it's term papers or even some smaller homework assignments. A: Uh-huh. B: So it's I don't know, really become my mainstay I guess. I can't even remember,"
SWBD-189,"B: Well, I know I'm in the, you know, the only reason I asked about secondary schools or, you know, advanced education is because down here, you know, going to the University of Texas, the education I'm getting I think is kind of shoddy for a public school. A: Is it? B:"
SWBD-19,"A: I am right outside Baltimore. I am less than a mile from the Baltimore line. B: Um. A: And I go to a campus of the University of Maryland that is just, less than a mile from my house. So I'm actually in Baltimore, yeah,"
SWBD-190,"A: But it seems to me uh, that the budget is so out of hand, and especially now that they say, Okay, the cold war is over and we're supposed to be getting a peace dividend you know of X number of billion, trillion dollars a year. B: Uh-huh. A: Well, I'd really like to know where that money is actually going to go,"
SWBD-191,"A: Well, actually, uh, A:"
SWBD-192,"A: Well, uh, uh, do you ever use the ATM machines? B: No, I never do. My husband does at work just to get cash out, but, uh, I take the checkbook so if I need cash, I just tell him and he gets it out"
SWBD-193,"A: so it's nice to get away. It's just amazing, how much you miss. B: Yeah, it,  Yeah, it, yeah, it really is. I mean, I don't think I ever see the Little Dipper, you hear people talk about the Little Dipper. A: Huh. Uh-huh. B:"
SWBD-194,"A: And I don't think that's right. I think we should do what Europe does and include cultural activities in our school system. B: Oh, likewise. A:"
SWBD-195,"B: Now see I. A: I'm intrigued by it, but I'm not sure I want to go see it yet. B: Yeah,"
SWBD-196,"A: I'm like, I'll get a job some day and my boss will pay for it, I'll be needed. B: Yeah. A: Because, um, I didn't want to go do it myself"
SWBD-197,"A: Do you go to museums in Europe? B: Uh, actually, no,"
SWBD-198,"B: I remember I went to see Don Quixote over there when it came out. It came out right around the time, with Sophia Loren and that was a riot to see that. A: You know something,"
SWBD-199,"A: I guess it, would, B: Because you got to, watch them every day, and keep them watered A: yeah.  Uh-huh. B:"
SWBD-2,"B: I wouldn't be surprised. A: You know, because they don't want to send them to daycare. B:"
SWBD-20,"A: That is the way to do it. I mean, and that's, you know, at least the Air Force is, I do not know, uh, I am nervous in Dallas. I mean, you know, I mean, I go to like an aerobics class or something. And, you know, uh, seventy women in a Jazzercise class in a public, uh, parks and rec building. And you are supposed to feel safe, but then there are all these, does not matter race, but, you know, it is an inter racial mix. And you see these guys standing there watching you jump around in your leotards. B: Yeah. A: And I do not even think that way, but I mean, you just think to yourself, you just, I mean,"
SWBD-200,"A: But, uh, uh, I don't understand, I guess, why the schools seem to have such a high dropout rate in the big cities. B: Uh, well, I don't pretend to understand that either. Uh, but I'm not quite sure that it's the kind of thing that ought to be blamed on the schools. But then, again, I'm not quite sure where the blame ought to be put. Uh, because the dropout rate is, in those areas, w-, it's high in those areas where also there's poverty and crime. And they all seem to go together. And it seems like if you could eliminate one of the parts of that circle, where you have the dropout rate and crime and, you know, general poverty kind of conditions, that things ought to get better. So, uh, the other two a-, they're all three social issues and could be addressed by the government in any ways. And clearly, to me, is a kind of government thing to fix but it's just like, I don't expect them to know which part is best to fix just like I don't know. it's a complicated issue."
SWBD-201,"B: She says that when her husband died oh, that my uncle had said that he would never put her in a rest home. So it's kind of, uh, I don't know. I mean, I don't think my parents would but she is getting pretty bad like she has to have like a little toilet right by her bed and, it's, A: Uh-huh. B: and my mom has to take care of her pretty much so it gets, I don't know. it's a hard decision,"
SWBD-202,"A: yeah, it's kind of l-, B: It was kind of funny. They were doing some, uh, ozone testing, uh, the EPA and they were just screening some candidates,"
SWBD-203,"A: Big time there, sure is. B: It surely is. A:"
SWBD-204,"B: So did I. My Masters, anyway. A: What, but, uh, when I look at it to me, uh, it doesn't really make any difference. It was a marvelous opportunity that I couldn't have done,"
SWBD-205,"B: and, uh, that then ends up being the most common example for me. A: Uh-huh. Uh-huh. B: Um, I guess I'm not typically feeling invaded in my privacy relative to this one that you raised. A: Yeah. B:"
SWBD-206,"A: Well, presumably those who find out such information, if they are doing it, I would prefer to not to be known, and, I mean, you know, the classic, oh, I don't know C I  conspiracy theories or whatever, would have such parties trying to do it without your knowledge. So there's,, things that invade that second type of privacy where you do know about them and possibly things that invade that second type of privacy without you knowing about it, and I can't talk about the second one other than to generate paranoia. It's a surmise and, I'd like to think that it's quite low, at least in this country. B: to surmise. It is there. A:"
SWBD-207,"B: Well, uh, I myself am not in favor of drug testing in the work place except in this, uh, very specific examples such as, uh, transportation workers, as in, uh, air traffic controllers, bus drivers and that kind of thing. A: Well. B: Um, I don't really think that it's, uh, too many, I think it's a severe invasion of somebody's privacy to say, well, we're going to look at your urine and then decide whether you're, uh, you know, worthy of working for us. I really don't see that that's a very valid, uh, thing for a company to say,"
SWBD-208,"A: and I'm saying to myself, well, you know, you dump your little turnip off to, uh, you know, this child care place and they don't pay very much and why would they be interested in your little turnip unless, you know, one of the motivations in the hidden agenda is well that's somebody to molest, you know. B: Uh-huh. A: And, uh, that's a terrible kind of thing"
SWBD-209,"B: That might be kind of tough, huh. A: It really would, yes, yes, and like I said, my sister's still in it,"
SWBD-21,"B: Uh, yes. Well, they find it is more deterrent. A: Well, my sociology class at SMU's taught us that it was not a deterrent. Uh, but now that's just what they said. Uh, I don't know"
SWBD-210,"A: and they kind of are in different spectrums, I think. Um, one of them is Quantum Leap B: Okay. A: and the other one is Night Court. And I think they're real different"
SWBD-211,"B: I mean, you can't guarantee that they wouldn't escape from prison and do it again. A: Right.  And then do it all over again.  Uh-huh. B:"
SWBD-212,B: I'll give it that. It is fun to play. If you don't value your very much. A: You've played it then? B:
SWBD-213,"B: Oh, well that's good. A: but she really doesn't."
SWBD-214,"A: My husband's mother will have major surgery and we'll find out about it in a casual conversation. She'll let something slip and we'll say, wait a minute. and that's it, she, just, well I didn't want to bother you."
SWBD-215,"B: Uh, do you feel that yours is invaded? A: Uh, no I wouldn't call it invading my privacy by any means. Uh, you know, I would, there's a lot of times though, uh, you get those calls you know, when you're sitting at home wanting to relax or whatnot and, you know, next thing you know, uh, someone calls and wants to sell you this or that and it's real hard to tell them, you know, that you're not interested. Or you do tell them you're not interested and they still keep asking you, you know, and keep badgering you about it, and that aggravates me."
SWBD-216,"B: What am I afraid of? A: Yes. B: Um, I don't know if I'm really afraid of spending too much."
SWBD-217,"A: That's fairly interesting. B: I bet that would be, rather interesting. Uh, that's, uh, self improvement, well, that's kind of a hobby but it is self improvement from the standpoint of probably relaxing, uh. A: Yeah,"
SWBD-218,"A: So that's not too bad. B: No, uh, I really think that, here in Indiana at least we pay uh, just too much tax. I worked in a factory, uh, last summer and, on the average, I was losing twenty percent of every paycheck to taxes"
SWBD-219,"B: They're seen as senile. A: and oh, the old-timer made with the old way and nobody respects the traditions. And, you know, it's"
SWBD-22,"A: They might be, but not at the human factors level. they're, B: Well, I heard it on the news today,"
SWBD-220,"A: You know, violent crimes uh, with just malicious intent. B: Right, exactly. Yeah. Well, you know, that's exactly"
SWBD-221,"A: But, uh, B: Okay.  Uh, uh, I've had one or two American cars I think, and they were okay. I had a Pontiac once and I never had a problem with it, but, uh, my mother had a Dodge at one point and I had driven it a few times"
SWBD-222,"B: there's, and you just miss the little things, A: Yeah. B: and, uh, A:"
SWBD-223,"A: Not that they won't appoint them but there is no budget for them, I guess. and the courthouse that goes with them and the bailiffs and the uh, court clerks. B: Huh.  Yeah. Whatever. A: So it seems, uh, no, I do not think I would change it."
SWBD-224,"B: And other than that I do not think it should be allowable. I think it should be illegal for them to want to do that. it's kind of the big brother syndrome, I mean, I just, anything like that just kind of scares me. A: I tend to view it,"
SWBD-225,"B: And, uh, the injector pump went bad so I found a outfit down here to rebuild it. And, uh, reinstalled that B: and that was probably one of the most miserable things I had gotten into in a long time. A:"
SWBD-226,"B: Little Mermaid and Peter Pan I think are his two favorites that we've got. A: Uh-huh.  Uh-huh. And I think there's some good Disney movies fixing to come out on video, uh, Shipwrecked. B:"
SWBD-227,"B: I think that not only applies inside the public school system, but in society itself. there's been too much negative reinforcement. How much, like, the caught being good slips. How about, just the John Q citizen out there on the street? A: Yeah, well that's true. I think, really though, I mean, that's one thing that, I mean, my kids definitely get spanked when they need to be spanked. But I really do try to use positive, uh, reinforcement with them at home, also. And it really helps. And I mean, they don't get spanked very often, but they do when they deserve it, you know."
SWBD-228,"B: I understand we are doing care of the elderly, right? A: Yes. B: And how do you feel about putting someone in the nursing home? A:"
SWBD-229,"B: Oh, you found that out tonight? A: Yeah. B: I haven't even heard that, that's great. I think he deserves every penny of it. A: Yeah. B:"
SWBD-23,"A: Yeah, that's true., but, uh, I think, I mean even more than that, even, I mean if you drop out in high school you should still be able to read, you know? Which, I mean it sounds like, uh, B: Uh-huh.  Yeah. That's true. A:"
SWBD-230,A:
SWBD-231,"A: It's divided, yeah. B: Wow! A: It really is, so we've got our Cowboys here"
SWBD-232,"B: he refuted it, it just was not effective enough to... A: Well, he didn't refute it til the last two weeks of the campaign."
SWBD-233,"B: Um, in fact, Los Alamos, uh, has, uh, done a fair amount of research, uh, in recycling things in general. Um, it involves, for instance, uh, creating biological organisms which can remove heavy elements like selenium, and barium and, uh, other things from, uh, waste material in general. uh, and purify the waste of specific, uh, uh, nasty elements. A: Well, that's pretty, uh, upscale, uh, trash, uh, uh, situation."
SWBD-234,"B: if you get it on sale, A: Yeah, yeah, so we bought that or we bought the filets, and then the chicken, or turkey nuggets,"
SWBD-235,"B: Well, that's the same thing that I did. I hope I'll be able to do the same with grandchildren. A: I think that once you do that, your children kind of develop the same attitudes. At least my daughters have. They try to teach theirs not to get into things instead of having to put everything up. So it's worked pretty well. There's,"
SWBD-236,"A: And it's brought the, they, uh, really listen to the, uh, lobbyist and, uh, the car manufacturing companies uh, you know, have really pushed, they, all those restrictions are really too hard, we can't quite make that go and they don't and then we still live with air pollution. B: Yeah. A: Um, so I suspect that that's one thing that as individuals, we can do, make our voices known, perhaps to our legislators. But, um, as a society, I think we can do more and that's probably how we ought to do it. Uh, being individually responsible in order to be group responsible. B: Yeah,"
SWBD-237,"A: Have you followed that very much or, B: Uh, not really."
SWBD-238,"B: All right, well. A:"
SWBD-239,"B: And, I, we're big broccoli fans. A: Uh-huh that's what I've got. I've got steamed broccoli down on mine. B:"
SWBD-24,"B: I'm not sure I want an eighteen year old to make that kind of decision. Uh, I mean, that doesn't sound right. Um, I guess I see overall beneficial, if we're going from that point of view. A: Uh-huh. B: Um. you know, in the past, I don't know how old you are, but when I was, uh, in high school, it was the beginning of Vietnam and so forth. And many of my peers were being drafted. A: Uh-huh. B:"
SWBD-240,"B: Right. Well, for instance, does the company you worked for before have the right or do they have the ability to say, hey, we've already drug tested her and she came up negative. A: Well, no, I don't think they can force another company to not drug test me just by saying that I didn't, I mean, B: Yeah. A:"
SWBD-241,"B: So did you commute everyday then or, A: No. B: Oh, okay. A: No, no, it was a six hour drive. B: Oh, okay,"
SWBD-242,"A: but the thing is, that, um. B: Well, especially being a college student your,"
SWBD-243,"A: Oh, yes. Animals have a way of talking. B: Alfie did. I tell you if I could have gotten a hold of that cat that day. A:"
SWBD-244,"A: And somebody said, well, you know, you could go in and substitute teach at seventy-five dollars a day and there's always going to be, you know, somebody having a need for a math or science teacher. I thought, Christ, they're letting me in, to, you know, B: Yeah. A: this would be frightening. I don't know anything about it. B:"
SWBD-245,"A: but at the same time I think it would do them a world of good. B: Yeah. A: But there's a, B:"
SWBD-246,"A: Is, uh, kind of fun. It's best done when you have leisure time and I had more of that in my childhood days than I have now. And I grew up in an area that, uh, was just a few feet from a rather large lake, and a few more miles from that was a even larger lake and we had a variety of boats at our disposal. Uh, I worked for a camp for a number of years. My father was on staff there, and we had every kind of things from canoes to paddle boats, sailboats, speedboats, you name it, they had it and we did a lot of, water sports. But I think, uh, the thing I liked the best was, uh, we spent about a summer couple of guys, uh, restored an old wooden boat that was built back in the mid-thirties and got a new canvas sail for it and had a real big old four- foot center board that went down in the middle to keep you upright when the waves, or the wind came from the side and we got that thing in the water and had a real good time with it. If you ever got it dumped over, though, it was a mess to get back up. It wasn't like the newer ones that have nice chambers that keep it afloat or keep it, uh, upright again. This one you had to work with. You get out of the water again and get it upright. And, uh, sailing was kind of nice to learn the maneuvers you had to make to work your way down a lake or work back up against the wind, as it were, tacking back and forth and, uh, more than once we'd get out there on a really stormy day and, uh, the storm or the wind was due to the front blowing and as soon as the front came over, it was calm. So you're out in the middle of nowhere with a paddle and you paddle your way back in and hope it doesn't start raining on you right away. And that didn't always work. We oftentimes got wet. But, uh, it's a nice hobby to have. Nowadays I don't think I could afford the boat or the time, nor do we live that close to a lake anymore, so things change, I guess. What are your memories of boating, or current, B: Uh, about the only memories that I have of boating, uh, my husband's family had a motor boat, uh, when we got engaged and they took us out on the lake several times. And, uh, I really did enjoy that."
SWBD-247,"A: That's right, that's right. B: Uh, I don't have other than a reading and male perspective on the biological urges involved relative to being a mother or not. Uh, my sense is that I have very much an interest and had one in being a parent."
SWBD-248,"A: you know, then, we thought, well we can use it for, you know, some personal things. We di-, for us it really took, you know, a business application to justify the expense of it. B: Uh-huh.  Oh, definitely, definitely. I know my stepfather bought my mother a little personal computer, oh, I guess, probably three years ago for Christmas, and, you know, it's got some stuff on it. It's got a nice little word processing software on it, you know, and some budgeting type things and stuff."
SWBD-249,"A: Yeah. Now that's a very good suggestion. B: Uh, just something to, i-, rather than throw someone into that environment, uh, you know, it A: Yeah."
SWBD-25,"A: I got a friend who goes there, by the way. I want to talk to you about that afterward, okay. B: Okay. Uh, I've, the high school I went to uh, was a good one also."
SWBD-250,"A: They have to for international trade. B: Yeah. A: But, I guess it's easier to switch back and forth than it used to be, uh, because uh, of computers coming into everything. B: Uh-huh. Yeah,"
SWBD-251,"A: Yeah, I had a friend whose brother did steroids and as soon as he stopped working out he just ballooned out. It all turned to fat and he just, really looked bad. B: Really.  Ugh. A: But, uh, B:"
SWBD-252,"A: And now it's election time again so they're trying to lower them. B: Oh. A: So they're just talk about lowering them but they never do, they just keep raising them. B:"
SWBD-253,"B: Yeah, I mean, there would be loopholes just like there is in anything else. A: Right, you know, they'd figure a way around that one in a heartbeat. But,, I'm wondering if there's another issue here, and maybe this is why this has died out. Can you go into, and this wasn't the question but it may be the more of the issue versus should young adults, can they go in there and can anyone go well, out of the Kurdish community is a little bit extreme at this time, but say, I think Bangladesh would have been a good example or some really desperate situation and teach them to farm and teach them and it doesn't do any good. B: Yeah. A:"
SWBD-254,"A: Well, where you're located, I do know Texas Instruments has random drug testing. B: Uh-huh. A: And I think they've had it for several years."
SWBD-255,"B: they did things for people, you know, for their communities, for their, uh, families, for their friends, where now, I'm not sure they really do. A: Yes.  Yeah. Well, I think sometimes through groups and organizations, um, uh, when they asked the question I thought, well that sounds wonderful. And then, I wondered if people were unwilling"
SWBD-256,"B: And, you know, the whole electronic classroom idea. I don't know if I I'm yeah, in favor of, yeah, A:"
SWBD-257,"A: That, so that's, and I don't know, you know, I think about, well, the dress code they have for the kids, you know. Are they put one on the parents, or the teachers and say the men have to wear ties and there can be no blue jeans worn and, because some of the teachers I know wear, uh, dress up jeans, not sloppy looking jeans but tapered jeans that they've had dry cleaned so they have got the crease B: Uh-huh. A: and, uh, you know, they'll wear it with a nice top."
SWBD-258,"B: I, think because they were scheduling a video release of it in July and then when it won all those awards, uh, they pushed it back to August, so. But, yeah, that one is definitely worth seeing, it's really good. A: Now did you see, uh, Driving Miss Daisy? B: Yeah,"
SWBD-259,"A: and so you just put the empty ones back out there and he took them away and you know, put another gallon of glass bottle in there. B: Yeah. A: So, uh, yeah, B: So, uh, you know, I look back at, uh, my childhood and I'd say, you know, they were doing things then that we should be doing now"
