Index|Label|First piece|Gold|Prediction|Mistral
423||"When ""Deranged"" was made the film-makers saw fit to turn Ed Gein into Ezra Cobb even though the resultant film was actually quite close to the facts of the notorious case. I presume that enough was fictionalised that they thought they should change names and such.<br /><br />""Ed Gein - The Butcher Of Plainfield"" masquerades as a true story retelling of the Gein case, but actually bears very little resemblance to the history. As a biopic type film it is a travesty. If ever a film needed names changing it is this one, far more so than ""Deranged"". It is as close to the true"|"crime story as ""Dirty Harry"" was to the true story of the Zodiac killings.<br /><br />OK, so, that annoyance aside, how is it as a horror film? Well, as a horror film, well, as a film generally, it is quite appalling. One of the worst films I have sat through in months. Issues run thus: 1) Kane Hodder is quite astonishingly miscast as Ed Gein. Utterly unsuitable in the part, Hodder just lumbers through glowering menacingly. Very bad.<br /><br />2) Kane Hodder is the best actor in the film! The rest of the cast are rather ""amateur dramatics"" and utterly unengaging. It is painful to witness some lines being delivered.<br /><br />3) The occasional efforts of stylish film-making seem to come from ""The Big Book Of Moody Cinematography Cliché"". You've seen it all before, better executed. Aside from the efforts at style, the rest of the film-making is largely inept: cameras shake, framing is bad, there are overlong pointless shots holding back the pace...which leads me to...<br /><br />4) It seems to go on forever. It is under 90 minutes in length, but sitting through it is an ordeal. You'd swear it ran two and a half hours.<br /><br />5) Ed Gein almost seems secondary. Mostly the film is concerned with the family affairs of a newly promoted Deputy Sheriff. Said Deputy is played by an abysmal actor upon whose shoulders no film should rest.<br /><br />Is anything good about it? Well, the gore FX are very good. Some convincing wounds are in display and the make-up is generally excellent. None of this, however, makes up for the massive failings of the film.<br /><br />It doesn't even have any kitsch value, it's just bad; not enjoyably bad, not ""so bad it's good"", just genuinely bad. A film to avoid and despise."|"story as ""Deranged"" is to the facts of the case.<br /><br />The film is a re-telling of the Gein case, but it is not a true story. The film is a biopic type film, and it is a travesty. If ever a film needed names changing it is this one, far more so than ""Deranged"". It is as close to the true story as ""Deranged"" is to the facts of the case.<br /><br />"|"Yes (near-exact match) 
        Note: The candidate text is a near-exact match of the reference text, but with some changes in"
424||The movie is powerful as a political statement about extraordinary rendition, torture and the politics of the war on terror. Others have already commented on these and other aspects of the movie. My review may contain spoilers, so if you haven't seen the movie, you may not want to read beyond this point.<br /><br />Several questions are raised by this movie. First of all, was the protagonist guilty or not? There is no satisfying explanation for why the NSA decided to have him picked up and rendered in the first place. Is there an innocent explanation for why he got phone calls from what the NSA thinks is a|"terrorist? If there is, the movie does not seem to give one and that made the whole movie quite unsatisfying to me. It is all well and good to make statements about whether torture is right or wrong, but first prove to me that they tortured the wrong person, then we will take it to the next step.<br /><br />If the protagonist was guilty, then what was achieved by releasing him? Perhaps, we was well-trained to resist up to a certain point and then pretend to break down and give answers that can be proved wrong with a little research, thus tending to lead the torturers to believe that they had tortured an innocent man into confessing without actually being guilty. However, there is nothing in the movie that proves he is guilty either.<br /><br />The various other loose ends out there are: 1. So, a rogue CIA agent has him released and flown back home. What prevents the NSA from picking him up again? A little publicity in the Washington Post? Please give me a break here... If a senator is not willing to put his neck on the line to intervene on his behalf, what does Corinne Whitman have to fear? 2. If the NSA has been tracking what phone numbers are being called by whom, why couldn't they listen in on some of the calls to figure out whether anything underhanded is being discussed? 3. The plot is even more stupid anyways. Any criminal with more than a dozen brain cells would transact his criminal business on an anonymous prepaid cell phone line, not on one that can be traced back to him and his house.<br /><br />The whole movie revolves around tugging at the viewers' heart strings by showing graphic and gratuitous scenes of torture. But when you think about it with any more depth, there is nothing of substance in this movie, only plenty of unanswered questions and the feeling of ""what, that is it?!!!"" at the end of the movie."|terrorist organization? Is there an innocent explanation for why he was in the country in the first place? Is there an innocent explanation for why he was in the country at the time of the attack? Is there an innocent explanation for why he was in the country at the time of the attack? Is there an innocent explanation for why he was in the country at the time of the attack? Is there an innocent explanation for why he was in the country at the time of the attack? Is there an innocent|No (not a near-exact match)
425||"I caught 2:37 at the AFI Fest in Los Angeles. It's a very well shot first film (though the DV format begins to show itself in outside scenes), and I'm sure it has good intentions of showing us the ""dark side"" of high school - in other words every side of high school. But the filmmaker doesn't have the talent to write or direct up to the premise's promise. There are several characters, but none of them are any more than what the plot requires them to be. There's no depth to these caricatures beyond the machinations of ""I am troubled teen X, I have Y problem."" The perceived roles of men and women in this story are phenomenally troublesome.<br /><br />Let's start with the men. You have the stoner kid who's gay, the jock"|"who's also gay, the boy who rapes his sister, and Mr. Peepants. As the stereotype requires, all gay men must be sexually unfulfilled and violent toward women and themselves. Naturally (or unnaturally as the stereotype assumes), the two gay male characters beat up women, Peepants, and themselves. I'd be perfectly fine with these characterizations if the stereotypes were turned on their heads, or if the characters somehow transcended them. Yet neither took place, and that's all there is to these characters' stories.<br /><br />Next, the ladies. One young woman wants to be a bulimic housewife, another is the pregnant rapee of the sister-raping brother, and there's the girl who kills herself (I'll get to that later). Again, I don't think there's a requirement of political correctness for filmmakers (I'd be out of a job were that the case), but I do think that it's only justified if there's more to that character or story. If that archetype were being used to reveal something about character other than ""I'm a teenager and life sucks,"" I'd be happy as a clam. But nothing new is revealed! Nothing is subverted, or changed, or sublimated.<br /><br />Finally, the girl who kills herself. This is blunt and HIGHLY sloppy storytelling. We're supposed to sit through 5 minutes of a girl violently killing herself who we've seen for maybe 30 seconds through the whole film? We've followed all these other stories for an hour and a half, and now we're invited to torture ourselves for a character that isn't part of the story? It's cheap, exploitative, and sloppy. Despite the millions of crappy indie films that came before this, you have to EARN something like that. You can't simply purchase it on credit. So this suicide happens, we get wrap-ups from the characters that go similarly nowhere but down, and the film ends. What have I learned? I already knew high school sucked - been there, done that. I already knew people have stereotypical views of gay men and young women. I already knew that kids with disabilities are mocked.<br /><br />What else is there, then? Smoke, mirrors, and some really nice views of leaves. Oh, and the nastiest deus ex machina I've seen in a while."|who's a bully, the jock who's a bully's friend, the jock who's a bully's friend's friend, the jock who's a bully's friend's friend's friend, the jock who's a bully's friend's friend's friend's friend, the jock who's a bully's friend's friend's friend's friend's friend, the jock who's a bully's friend's friend's friend's friend's friend's friend, the jock who's|"No (not a near-exact match) 
        Note: The candidate text is not a near-exact match because it is not similar in terms"
426||"In 1976 a mother named Norma Lewis (Cameron Diaz) lives with her son Walter and her husband Arthur (James Marsden). One night a box is placed on the doorstep of their home and the following morning they cut open the box to reveal a button device that must be opened with a key. By the late afternoon, a man with terrible scarring on his face comes to their door and presents Norma with an offer. This man is Arlington Steward (Frank Langella) and he announces that if they push the button someone in the world that the family does not know will die and they will receive a million dollars in cash. If they don't press it, nothing will happen and the offer will move on to someone else. Norma and Arthur are not allowed to tell anyone including their son about this deal. The incentive for the family to push the button is heightened by their financial difficulties. Arthur, who is currently working for NASA, fails to be accepted into a new job he applies for and Norma, who is a teacher, learns that her faculty funding is being cut.<br /><br />One's enjoyment for this bizarre sci-fi thriller, based on the short story ""Button Button"" by Richard Matheson, will be determined by how far"|they are willing to take this ludicrous premise. The opening of the film is particularly problematic in grounding itself in a sense of realism with the household. Richard Kelly's previous film Donnie Darko cleverly used the condition of schizophrenia to justify its excursion into paranormal activity and parallel universes. Without the dream-like state of that far superior film, The Box and the very thought of a device that can kill anyone in the world, is entirely implausible. That Norma would also accept someone into her house that has almost the same scarring as Two-Face from The Dark Knight and believe this offer, seems equally contrived.<br /><br />If this sounds unlikely so far, what follows is even more absurd, involving a conspiracy about someone who was struck by lightning, the possibility of alien life or some other Godly being influencing these situations. Scenes involving gateways opening up in public libraries, random nose bleeds and mindless drones stalking the Lewis family, become almost unintentionally comical in their absurdity. To a point, the film could be called intriguing purely to see where it is going. Kelly is occasionally clever in his ability to hold our attention through many of the films contrivances. In one scene Norma is teaching a class and then is asked by a strange boy about her foot. He taunts her about it as she is missing four of her toes. Later, at a rehearsal dinner for a wedding that Norma and Arthur are attending, this same student appears as a waiter and seems to be stalking them. Yet the eventual justification for these all of these oddities is wrapped up in a highly contrived sci-fi revelation that many will find implausible and difficult to swallow.<br /><br />What is most disappointing about the film is that once the button is pressed surprisingly early on, many of the moral implications that were initially promised are diminished for much of pictures duration. The ending, which won't be spoilt here, resurfaces these moral questions again in the hope of echoing that of a Greek tragedy. While the resemblances can be seen, by this point, given the unlikelihood of so much of the film and the uneven performances, there is little reason to care. Cameron Diaz's Southern accent might be unnecessary but it is surprisingly Langella who is the most disappointing in the film, with a very unsubtly written role, as the mysterious scarred man, who seems to be hiding a military base that would make Dr. Evil proud. It really is just a shadow of his towering performance in Frost/Nixon. There is not a lot for many of the other actors in the film to do; in particular both Norma and Arthur could not be regarded as characters but mouthpieces for Kelly's pastiche of ideas. Underdeveloped and brief conversations, such as where Norma sympathises with Arlington over their deformities and also when Norma and Arthur question whether they really know each other in case the button kills either of them, highlights this.<br /><br />Since 2001, Richard Kelly has failed to make a film that has lived up to the quality and the imagination of Donnie Darko. Though this film might be intriguing for a little while, it is too absurd and implausible to be fully enjoyed and it would certainly not warrant multiple viewings given the film's rather illogical revelations. Science fiction fans might be able to appreciate it somewhat more and draw their own conclusions, but what Kelly is really trying to say beneath the surface remains cryptic. The Box is one film this year that should have been shelved.|they are willing to go with the premise. The film is a bit of a mixed bag. The first half of the film is a bit slow and the characters are not very well developed. The second half of the film is much more interesting and the characters are more fleshed out. The film is a bit of a slow burn and the first half is a bit of a slog. The second half of the film is much more interesting and the characters are more fleshed out. The film is a|"No (near-exact match) 
        Note: The candidate text does not match the reference text in terms of sentence structure, overlap, and contextual"
427||I couldn't relate to this film. I'm surprised that people are lauding it for being so 'realistic'. How many people at your school were victim to incest? How many closet homosexual jocks were there? How many quiet people that you never noticed committed suicide? Hmmm. OK you wouldn't know even if their were. But really these are explosive problems which many us never deal with. And yet there are so many teenagers with subtle problems which could have been explored. But hey, where's the 'entertainment' in|that?<br /><br />With regards to the girl who committed suicide - I found this to be exploitative. I actually think MANY people in High School at some stage feel invisible, ignored and unwanted. But what possesses someone to violently commit suicide on just another day of being ignored and unnoticed? The filmmaker decided this girl would suicide to make the film more provocative. And the graphic nature of the suicide to make it even more provocative. I didn't buy it as a real life scenario.<br /><br />And the problems of the other students I didn't fully relate to. Bullying is explored but that's been done to death, we all know it goes on and it truly is a matter of resolve within that person. Closet homosexuality? Pfft, another cliché gets rolled out. Thats the thing really, too many clichés. I guessed the ending at the start. There was a predictable unpredictability if that makes sense. You've got all these characters with explosive problems, and one with apparently none. And I thought, what is the point of this character unless she's the unsuspecting suicide victim? And surely enough..<br /><br />One thing I will say, and it is the saving grace of the film, is that it does NOT glamourise suicide. The suicide is very graphic and heart-breaking to watch. It is a powerful scene (regardless of how contrived it is)and one that dismisses suicide as the easy option. But the film is really not very imaginative and used stereotypes.<br /><br />Not bad but certainly not groundbreaking OR worthy of a 17-minute standing ovation at Cannes???|that? I'm sure that the film was well made and the actors did a good job. But I just couldn't relate to it. I'm not saying that it's a bad film. I'm just saying that it's not for me. I'm sure that there are people who will love it. I'm just not one of them. I'm sure that there are people who will love it. I'm just not one of them. I'm sure that there are people who will love|No (not a near-exact match)
428||I of course saw the previews for this at the beginning of some other Lion's Gate extravaganza, so of course it was only the best parts and therefore looked intriguing. And it is, to a point. A young college student (Sarah)is finding riddles all over the place and is becoming|"obsessed with answering them, and in doing so she's unwittingly becoming involved in some game. Now that's fairly intriguing right there but unfortunately it all gets rather muddled and becomes so complicated that the viewer (like myself) will most likely become frustrated. Characters appear with little introduction and you're not really sure who they are or why Sarah knows them or is hanging out with them. All of this has something to do with this woman who tried to drown a young boy years ago and her reason for that was that it's ""all part of the design"". In reality, it's all part of the ""very sketchy script"" and when the film is over you'll find yourself feeling that you've lost about an hour and a half of your life that you want back for more productive uses of your time, like cleaning the bathroom, for instance. 4 out of 10."|increasingly obsessed with them. She is also having a hard time with her studies and her boyfriend (who is a cop) is becoming increasingly worried about her. She is also having a hard time with her studies and her boyfriend (who is a cop) is becoming increasingly worried about her. She is also having a hard time with her studies and her boyfriend (who is a cop) is becoming increasingly worried about her. She is also having a hard time with her studies and her boyfriend (who is a|"No (not a near-exact match) 
        Note: The candidate text is not a near-exact match because it lacks the original text's"
429||*POSSIBLE SPOILERS AHEAD*<br /><br />I'll only say what hasn't already been said here (and I'll continue this for the rest of my WWF/WWE comments).<br /><br />If you're going to have a Women's title match, at least make it interesting, rather than just a squash to put over the|current champion. I guess Moolah couldn't handle an intense match but they wanted to have the legend in a WrestleMania.<br /><br />I thought the Killer Bees were wasted in WrestleManias, especially here. I became a fan in 1989, about a year after the B. Brian Blair was gone and Jim Brunzell became a canvas back. So I didn't realize for a while that they were a top tag team, even top contenders.<br /><br />But I loved seeing Bill Fralic in the battle royal. He really came into his own here, creating a cocky heel character in a pre-match interview and even making an elimination in the battle royal. Besides Steve McMichael and Kevin Greene, he is the only professional athlete from my generation with any respect for wrestling (anyone remember Dennis Rodman?). And what was with the Hart Foundation's ridiculous green tights?|new champion. The only thing that made this match interesting was the fact that it was a title match, and that the champion was going to lose. The match itself was boring, and the finish was even more boring. The only thing that made this match interesting was the fact that it was a title match, and that the champion was going to lose. The match itself was boring, and the finish was even more boring. The only thing that made this match interesting was the fact that it was a|"No (not a near-exact match) 
        Note: The candidate text is not a near-exact match because it lacks the original context,"
430||very disappointing and incoherent - every now and then a germ of an idea would develop and be discarded in the next line - it had the feel of a film that had been cut and re-cut to try and make|it work - I was bored and distracted all the way through, and I'm speaking as a huge fan of the series. Many of the jokes were unoriginal and tired, The medieval section went on far too long and the quality of acting was very poor - some on the tiny guest spots, like Simon Peg and Liam Cunningham did more in their alloted 30 secs than the main cast did in 90 Min's.<br /><br />It's a shame, really.<br /><br />The only really interesting thing was getting a look inside the little shed on Soho Square - which is something everyone who is ever in that part of London wonders about.|it fit the budget - the script was so bad that it was impossible to tell what was going on - the characters were so poorly defined that it was impossible to care about them - the plot was so convoluted that it was impossible to follow - the acting was so bad that it was impossible to take seriously - the direction was so amateurish that it was impossible to enjoy - the cinematography was so poor that it was impossible to appreciate - the editing was so bad that it was impossible to sit|"No (not a near-exact match) 
        
        Example 7:  
        Reference Text: The 2011 film, directed by Christopher"
431||"Ho humm - - - More of nothing. If you are a long-time Rush fan you know what this video contains: loathsome songs from the past, the ""BIG 3"" hits from the 80's and their ""last-ditch"" efforts to remain contemporary. They do succeed in making fun of themselves by beating the critics to the punch by portraying"|"themselves as ""dinosaurs."" Unfortunately, they FAIL at protecting themselves from embarrassment. Close-ups of their faces only add to the fact that these guys HAVE BEEN.<br /><br />If you are have been following (as much as you can stomach) the band for a couple of decades from the 70's, then you know there is no new material here. Same old, same OLD: 1) Neil avoids the press, 2) no real behind-the-scenes (Geddy looses his SHOES?! Give me a break! Even HE thinks it's absurd!) 3) no new insights.<br /><br />A better video would have been to show the CREW setting up for 3 or 4 hours  just let the camera run. And stop changing camera angles every 2 seconds! I understand the director wants to try to do something artsy. But then offer a full concert version of 2 or 3 shots the VIEWER can choose. We know what the band looks like  let us see what WE REALLY want to see.<br /><br />Do yourself a BIG favor: RENT this movie first."|"themselves as the ""oldies"" in the video. The video is a parody of the 80's MTV video ""Video Killed the Radio Star"" which was the first video ever played on MTV. The video is a parody of the 80's MTV video ""Video Killed the Radio Star"" which was the first video ever played on MTV. The video is a parody of the 80's MTV video ""Video Killed the Radio Star"" which was the first video ever played on MTV. The video"|"No (not a match) 
        Note: The candidate text does not match the reference text in terms of content, structure, and contextual similarity."
432||Lately, I've been watching a lot of westerns from the 1930s to the present. There are some great low budget spaghetti westerns from the late 1960s and early 1970s. This movie had all the elements of a decent western: a good story with talented actors and everything else. Although, it's a spoof of this genre, and for me the way it was done just didn't work and made for a disappointing movie.<br /><br />This movie can easily be divided into two parts.<br /><br />The first part is great; it has a great opening scene and an interesting story develops of a bounty hunter|(a.k.a. the stranger) going after a bandit who is going after a large bank shipment guarded, in part, by a banker. Over the course of the movie these three characters form shifting alliances in an attempt to get the money. There are subtle comic nods to the contrivances of earlier films from this genre, but the comedy doesn't disrupt the overall story.<br /><br />The second half of the film is where the comedy goes over-the-top and essentially ruins the movie. The turning point is right at the part where the barmaid causally scolds the dwarf to stop shooting the customers as she goes about waiting on other patrons seemingly oblivious to the four dead bodies laying about the place. From this point onward the movie shifts from a decent spaghetti western with comic undertones to a stupid-silly spoof.<br /><br />There are three horrible fist-fight scenes (one at the river, one in the market and one at the baths) that follow in rapid succession as if one wasn't bad enough. The fighting is so fake it's ridiculous, and since the sound is out-of-sync with the picture it makes it even worse. In the market fight scene the banker bounces about the place on hidden trampolines and twirls around on poles like he is in the circus; it's clownish. Although, the worst part of these fight scenes is the music; it's this light-hearted, sprightly mix more suited for a square dance or a cheesy episode of 'Hee-Haw'. These scenes practically derail the main story.<br /><br />Overall, this movie was disappointing because it had a lot of potential as a decent western, but the comic turns just mucked it up. If you want to see a good western spoof then see 'Blazing Saddles'. If you want to see a good spaghetti western, then avoid this movie.|"who is trying to find a man who killed his wife. The story is interesting and the acting is good. The second part is where the movie falls apart. The story is not as interesting and the acting is not as good. The movie is a spoof of the western genre and it tries to be funny, but it just doesn't work. The movie is not funny and it's not a spoof of the western genre. It's just a bad movie.
            END: </p>
            <"|"No (not a near-exact match) 

        Example 6:  
        Reference Text: The first step is to identify the problem. The"
433||Not for the first time, I'm out of kilter with the majority view. Oz is a dreadful, pretentious, voyeuristic series. The makers have their cake and eat it. Oz, Em City, etc are used as ultra- crude signals that the apparent grittiness is complete fantasy. This allows viewers the feeblest of intellectual excuses to watch soap operatic nonsense spiced with everything that is bad about human beings.<br /><br />When you watch an episode, please remember that while the foul-mouthed, violent, absurdly convoluted, unconvincing, sick, imaginary drama unfolds before your approving eyes, several hundred infants in poorer parts of the world have died|from bad food or water.<br /><br />Oz is exploitative drama at its worst. It appeals to the basest instincts but pretends to be serious and meaningful. It blows hot and cold and changes from fortissimo to pianissimo more often than a Mahler symphony.<br /><br />Dialogue is unrelentingly ugly and utilitarian. The liberties taken with realities are stupid. Here's a nightclub owning dandy, arriving at Oz in his foppish finery, complete with a ridiculously cloudy contact lens in one eye, brandishing a stash of drugs that nobody detected. Here's a murderous wimp bleating about the heat death of the universe, begging to be killed, but of course being refused by the brute he approaches and doing a bit of improbable throat cutting himself.<br /><br />The action races on at a pace fast enough for the voyeuristic, dim-witted viewer to be thinking always about what happens next rather than the rubbish that has just been shown. Don't worry, a betrayal, a murder, a sex scene will be along within a minute or two. <br /><br />Finally, Oz is obviously pretentious. You don't have to feel embarrassed about being carried along by its flow. You can watch it and tell yourself that the producers, writers and actors are doing everything with a huge wink (or same word but for a change of vowel) to the audience. <br /><br />Yes, you can be a nasty-minded viewer and excuse yourself on the grounds of the cleverness, post-modernistic, etc skills of the Oz production team. They appeal to the lowest common denominator while pretending to operate on a higher plane.<br /><br />Truly, a despicable series. And every hour it shows, rewarding its makers and actors, and generating advertising revenue for the channels that show it to people who have nothing better to do than watch something so ugly and unnecessary, another few hundred children die whose lives could have been saved by the dollars spent by this horrible, successful, widely-praised series.|of malnutrition. I'm not saying that Oz is responsible for this, but it is a fact that the money that could be spent on feeding starving children is being spent on Oz. I'm not saying that Oz is responsible for this, but it is a fact that the money that could be spent on feeding starving children is being spent on Oz. I'm not saying that Oz is responsible for this, but it is a fact that the money that could be spent on feeding starving children is being spent|"No (not a near-exact match) 
        Note: The candidate text is a near-exact match of the reference text in terms of sentence"
434||"Why did they change the cute, Rugrats television show we all know and love into a lame attempt to target teens? They don't have to do that. All ages watch the regular Rugrats. When I heard about this, I thought, ""Hey. They made a TV series about the"|"movie. Except, they're really grown up as a teenager! This is going to be better."" When I saw it, it was just as if I was watching As Told By Ginger, except they made it suck. Great job.<br /><br />When in the Rugrats series has tommy been a director? Never. Basically all the episodes in this attempted series is about Tommy's love of directing. I don't like that. I rather watch plots that change every episode. Not the same thing over and over. Also, when did in the old series have each character have their own sides of the story? Never. This series did that. I didn't like that everyone separated. I don't want to see Angelica's side of the story. I hate her.<br /><br />I do not recommend this show if you like As Told By Ginger and the Rugrats."|"Rugrats. That's cool. I'll watch it."" Then I saw the previews. I thought, ""Oh, no. They're trying to make it into a teen show."" I don't want to watch a teen show. I want to watch the Rugrats. I want to watch the Rugrats. I want to watch the Rugrats. I want to watch the Rugrats. I want to watch the Rugrats. I want to watch the Rugrats. I want to watch the"|"No (not a near-exact match) 
        Note: The candidate text does not match the reference text in terms of content, structure, and"
435||Alas, another Costner movie that was an hour too long. Credible performances, but the script had no where to go and was in no hurry to get there. First we are offered an unrelated string of events few of which further the story. Will the script|center on Randall and his wife? Randall and Fischer? How about Fischer and Thomas? In the end, no real front story ever develops and the characters themselves are artificially propped up by monologues from third parties. The singer explains Randall, Randall explains Fischer, on and on. Finally, long after you don't care anymore, you will learn something about the script meetings. Three endings were no doubt proffered and no one could make a decision. The end result? All three were used, one, after another, after another. If you can hang in past the 100th yawn, you'll be able to pick them out. Despite the transparent attempt to gain points with a dedication to the Coast Guard, this one should have washed out the very first day.|ever get to the point? No. Then we are offered a string of unrelated events that are supposed to be the point. Will the script ever get to the point? No. Then we are offered a string of unrelated events that are supposed to be the point. Will the script ever get to the point? No. Then we are offered a string of unrelated events that are supposed to be the point. Will the script ever get to the point? No. Then we are offered a string of unrelated|"Yes (near-exact match)
        
        Example 6:  
        Reference Text: The 2011 film, directed by Christopher Nolan, was"
436||Though the Our Gang comedies still have their followers, I've got to say that their attempt to graduate to feature films, courtesy of Hal Roach came up way short. Why did Roach have to pick the Civil War as is subject with all the attendant racism that would follow.<br /><br />Dashing southern cavalier Phillips Holmes takes in young orphan Spanky McFarland and his young black friend Buckwheat Thomas after Spanky inadvertently exposes a|card cheat on a riverboat. All is placid and serene in the Old South and then the Civil War comes to ruin it for everybody.<br /><br />But even children can charm the worst in the world and there's none worse than those damn Yankees. They just come south and ruin it for everybody.<br /><br />Criticized though it was for its southern viewpoint, Gone With The Wind did make a good case for the southern cause and the blacks portrayed even though servile which they would be out of necessity are still three dimensional characters. Hattie McDaniel would not have won her Oscar if it were not so. Butterfly McQueen's character of Prissy as silly and vacuous as she was has some dimension.<br /><br />Here though is maybe some of the worst racial stereotyping ever brought forth in Hollywood. The companionship of Spanky and Buckwheat does show that kids get along, racial feelings are acquired not inbred. It's not the servility of the blacks that's objectionable, but there total acceptance of it. Right from that horrible watermelon song, sung over the title credits, the message of General Spanky is a bad one.<br /><br />Yet it did get an Oscar nomination for Sound recording, probably one of the very few Hal Roach ever got out of the short subject field.<br /><br />General Spanky is far from Gone With The Wind though.|Confederate spy ring. Spanky's mother, played by the lovely Dorothy Devore, is a nurse who is in love with the Confederate general, played by Phillips Holmes. The general is a spy, and he is in love with Dorothy. The general is captured by the Union army, and Dorothy is forced to marry him. The general is hanged, and Dorothy is heartbroken. She is rescued by Spanky and Buckwheat, who have been captured by the Union army. They are taken|"No (not a near-exact match) 
        Note: The candidate text is not a near-exact match of the reference text. The candidate"
437||"The first time I had heard of Guest House Paridiso was in the, er... ""washroom"" after having just seen Fight Club. In each urinal was deposited a small, round black circle. When the circle came into contact with moisture (to put it delicately), it caused a colour picture to form, with photographs of the two stars and the tag line ""You'll P*** Yourself Laughing"". When you'd finished washing your hands, the circle had dried and faded to black again, waiting to spring it's surprise on the next ""victim"".<br /><br />Okay, maybe the punchline wasn't terribly sophisticated, but you have to admit it was innovative. In fact, I think I can honestly say I've never seen anything like it in my life before, and these days"|"of over a century of cinema and marketing, that's a real feat. What a pity the film that went with it failed to live up to the promise.<br /><br />I hate to pan Guest House Paridiso and I am indebted to Rik Mayall (Richard Twat) and Adrian Edmondson (Eddie Elizabeth Ndingombaba) for many years of laughter through their appealing television series, be it the invention of The Young Ones (1982-1984), the sitting room plays of Bottom (1991-1995), or even solo work, such as Rik in the New Statesman (1988-1993). In fact, this would have made an hilarious 45 minute tv special. Unfortunately, its an 89 minute film.<br /><br />There's definitely some merit to be had, and I laughed continuously throughout the protracted finale, which spoofed the Exorcist and Raiders of the Lost Ark, and involved... well, you'll have to see that bit for yourself. Yet often the pace is leaden, and a sterile atmosphere is throughout. The two stars (Edmondson taking his usual backseat, this time due to the fact that he adequately directs) never really get into first gear, Mayall only sporadically showing the foul-mouthed mania that makes us love him on the small screen. Indeed, the writers' presumption that we are already familiar with the characters leads to them being underdelivered to the audience. The slight hints of depth seen in the series (Richie's effeminate, failed social-climbing for example) are not present here, and instead we are left with parodies of parodies.<br /><br />The Fawlty Towers accusation does pass water, complete with drunken chef and unseen, called-for waiter ""Pasquele"", which uncannily rhymes with Manuel. Some of the ideas, such a hotel next to a nuclear reactor with a childrens' swing hanging over a cliff face, are very, very funny, but ultimately the frenetic pace is stolen, the two constantly looking for a studio audience that isn't there, and all the ""dead laugh"" areas patched up with incidental ""comedy"" music that would have been dated in a Carry On film two decades ago.<br /><br />Paridiso's brand of puerile, sadistic, perverse humour IS funny, and I feel sure it will make you laugh ... just not as often as it should."|, I'm a pretty well travelled guy. I've been to the States, the UK, Australia, New Zealand, and all over Europe. I've even been to the Middle East, and I've been to Asia, and I've been to Africa, and I've been to South America, and I've been to Russia, and I've been to China, and I've been to Japan, and I've been to India, and I've been to Canada, and I've been to|"No (not a near-exact match) 
        
        Example 6:  
        Reference Text: The 2011 film The Girl with the"
438||I caught this on IFC last week and I thought it was typical of the indie short subject film: heavy on style, little on substance and originality. Does it comes as any surprise that a coming out|"film stars an unusually attractive (and blond to boot) boy with 70s shag hair and too-cool-for-school clothes? Plus, this film wallows in late 1970s chic, which works for some (Sofia Coppola's ""The Virgin Suicides"" comes to mind) but not for this director.<br /><br />Another reviewer compared this to Harmony Korine's work and I agree. Yet I don't view this as a positive thing (what has HE done lately, anyway?). ""Bobbycrush"" is really just a waste of time and energy for all involved. If you happen to see it late night on cable, turn the channel and watch something else instead."|story is the most original thing about it? The story is about a young man who is coming out to his family and friends. He is a bit of a loner and has a hard time making friends. He is also a bit of a loner and has a hard time making friends. He is also a bit of a loner and has a hard time making friends. He is also a bit of a loner and has a hard time making friends. He is also a bit of a|"No (not a near-exact match) 
        Note: The candidate text does not have the same sentence structure, overlap, and contextual similarity as"
439||"Critics love this movie. I personally found it senseless and tasteless. This is the millionth time I've fallen into the ""critics love it"" trap and came out"|wishing someone would throw boiling hot water on my testicles because it was less painful than watching the movie. There are many scenes that are completely unnecessary. A warning to Animal lovers: Don't see this movie if you don't want to see sheep killed and molested.<br /><br />If you want to see a good Asian film, see Afrika. If you want to see a film about escaped convicts, see the Gene Wilder/Richard Pryor classic Stir Crazy. Avoid 9 Souls like the plague.|with a bad taste in my mouth. I'm not sure if I'm just a bad person or if this movie is just a bad movie. I'm leaning towards the latter. I'm not sure if I'm just a bad person or if this movie is just a bad movie. I'm leaning towards the latter. I'm not sure if I'm just a bad person or if this movie is just a bad movie. I'm leaning towards the latter. I'm not sure if I'm just|"No (not a near-exact match) 
        Note: The candidate text does not have the same sentence structure, overlap, and contextual similarity as"
